Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,13.085387834521594,13.514417234506059,12.878024465568002,13.48581600189209,538700,0.0,0.0
2010-01-05 00:00:00-05:00,13.55016655514038,13.75752986402911,12.94237519486916,13.585918426513672,301100,0.0,0.0
2010-01-06 00:00:00-05:00,13.550164580014208,13.800430370840436,13.292746779340064,13.6931734085083,533100,0.0,0.0
2010-01-07 00:00:00-05:00,13.614517206933682,13.707472864813955,13.335647505600686,13.607366561889648,271800,0.0,0.0
2010-01-08 00:00:00-05:00,13.514412298180464,13.800431339082085,13.478660429510148,13.707475662231445,289900,0.0,0.0
2010-01-11 00:00:00-05:00,13.728929001280402,13.979194835177658,13.607370726024662,13.793283462524414,512700,0.0,0.0
2010-01-12 00:00:00-05:00,13.686024757436059,13.686024757436059,13.400005694910329,13.585918426513672,916700,0.0,0.0
2010-01-13 00:00:00-05:00,13.557315649922694,13.557315649922694,13.049631991475954,13.17119026184082,943900,0.0,0.0
2010-01-14 00:00:00-05:00,13.214097564057836,13.492967440480177,12.978131584837051,13.178345680236816,1065400,0.0,0.0
2010-01-15 00:00:00-05:00,13.271297641036872,13.271297641036872,12.978127912353933,13.042482376098633,158700,0.0,0.0
2010-01-19 00:00:00-05:00,12.799364604748622,12.978126684043565,12.370335341671472,12.735010147094727,381300,0.0,0.0
2010-01-20 00:00:00-05:00,12.663506839131374,12.878022183025644,12.47044480262714,12.842268943786621,193800,0.0,0.0
2010-01-21 00:00:00-05:00,12.777914900022887,13.221244123171848,12.720711085298941,12.863719940185547,338600,0.0,0.0
2010-01-22 00:00:00-05:00,12.785064890071672,12.913773821275356,12.427540687326587,12.556249618530273,923500,0.0,0.0
2010-01-25 00:00:00-05:00,12.634902946732026,12.727858621454759,12.484742101292124,12.620601654052734,261400,0.0,0.0
2010-01-26 00:00:00-05:00,12.177275667368912,12.870872177035459,12.041416079178687,12.699260711669922,765400,0.0,0.0
2010-01-27 00:00:00-05:00,12.613452570157525,12.835118542605603,12.334584147599207,12.448991775512695,696300,0.0,0.0
2010-01-28 00:00:00-05:00,12.549096041760418,12.684955588969958,12.33458211572117,12.670654296875,14457600,0.0,0.0
2010-01-29 00:00:00-05:00,12.67065540322219,12.77076309278159,12.33458319272398,12.427538871765137,3357000,0.0,0.0
2010-02-01 00:00:00-05:00,12.427541213349157,12.649207210403151,12.363188108870029,12.513347625732422,509500,0.0,0.0
2010-02-02 00:00:00-05:00,12.52049629465353,12.72785959904491,12.40608867212454,12.656355857849121,1772900,0.0,0.0
2010-02-03 00:00:00-05:00,12.541946852695464,12.649203816511575,12.499042976091987,12.599150657653809,1285700,0.0,0.0
2010-02-04 00:00:00-05:00,12.427537027123789,12.570547211640589,12.198721822973866,12.313129425048828,1376700,0.0,0.0
2010-02-05 00:00:00-05:00,12.334587636788495,12.384640817678802,11.86980634643251,12.298835754394531,538700,0.0,0.0
2010-02-08 00:00:00-05:00,12.213024658337478,12.363185507450188,12.062865173071136,12.162971496582031,498300,0.0,0.0
2010-02-09 00:00:00-05:00,12.184423429085271,12.427538591207485,12.027111933548913,12.148670196533203,189600,0.0,0.0
2010-02-10 00:00:00-05:00,12.055713629312127,12.112917433324736,11.805446475314612,12.012809753417969,578000,0.0,0.0
2010-02-11 00:00:00-05:00,11.984208402940396,12.334581869186163,11.79829570096068,12.248775482177734,370000,0.0,0.0
2010-02-12 00:00:00-05:00,12.14151755077362,12.434687190194765,12.005659380985579,12.413236618041992,163200,0.0,0.0
2010-02-16 00:00:00-05:00,12.441842505395323,12.52049826973419,12.34888680886938,12.499046325683594,422700,0.0,0.0
2010-02-17 00:00:00-05:00,12.584851345102404,12.584851345102404,12.277380333642462,12.448991775512695,507700,0.0,0.0
2010-02-18 00:00:00-05:00,12.491895260994763,12.513347204329822,12.370336976455981,12.477595329284668,461900,0.0,0.0
2010-02-19 00:00:00-05:00,12.513347631737888,12.599154044162335,12.413241287114916,12.534799575805664,374600,0.0,0.0
2010-02-22 00:00:00-05:00,12.513348691795224,12.577703165603628,12.320285270370016,12.406091690063477,846500,0.0,0.0
2010-02-23 00:00:00-05:00,12.406088295596007,12.506194621309007,12.248776796508267,12.427538871765137,1820200,0.0,0.0
2010-02-24 00:00:00-05:00,12.513345123987877,12.777913592416029,12.448990668528229,12.684956550598145,852300,0.0,0.0
2010-02-25 00:00:00-05:00,12.87087102253497,13.149739458258992,12.649206403468352,12.935225486755371,2319700,0.0,0.0
2010-02-26 00:00:00-05:00,12.906617628583508,13.006725289759299,12.842263190629788,12.97812271118164,280700,0.0,0.0
2010-03-01 00:00:00-05:00,13.371399929767026,13.442903648231551,12.956672088981156,13.085379600524902,872200,0.0,0.0
2010-03-02 00:00:00-05:00,13.006733011019747,13.400009153003198,13.006733011019747,13.38570785522461,981000,0.0,0.0
2010-03-03 00:00:00-05:00,13.40715685426061,14.258064791154709,13.40715685426061,13.521564483642578,1063400,0.0,0.0
2010-03-04 00:00:00-05:00,13.593069500489651,13.757530296126534,13.228394672873188,13.62882137298584,396600,0.0,0.0
2010-03-05 00:00:00-05:00,13.621670141075377,14.057850058809892,13.621670141075377,13.84333610534668,376700,0.0,0.0
2010-03-08 00:00:00-05:00,13.929141125744666,13.95774371355948,13.65027271378249,13.80758285522461,222000,0.0,0.0
2010-03-09 00:00:00-05:00,13.900537039786219,14.300963639824374,13.693172412362603,13.836182594299316,922700,0.0,0.0
2010-03-10 00:00:00-05:00,13.914838223187324,14.286663638715648,13.843334489609513,14.115052223205566,544900,0.0,0.0
2010-03-11 00:00:00-05:00,14.15081161104832,14.279519205798557,14.15081161104832,14.200864791870117,394700,0.0,0.0
2010-03-12 00:00:00-05:00,14.229466143285583,14.30097127241705,13.900544458666504,14.050704002380371,498400,0.0,0.0
2010-03-15 00:00:00-04:00,13.986348266326395,13.986348266326395,13.607373434507974,13.886241912841797,179200,0.0,0.0
2010-03-16 00:00:00-04:00,13.886242332237229,14.072155111357018,13.70032955311744,13.943446159362793,162300,0.0,0.0
2010-03-17 00:00:00-04:00,14.00779424596193,14.293813251127439,13.986342309132194,14.222308158874512,309400,0.0,0.0
2010-03-18 00:00:00-04:00,14.25806754651642,14.300970074863912,13.929144525594221,14.28666877746582,211200,0.0,0.0
2010-03-19 00:00:00-04:00,14.379622459411621,14.501180730967306,14.079302104029722,14.379622459411621,636500,0.0,0.0
2010-03-22 00:00:00-04:00,14.208006352843052,14.40821894806264,14.086448121240009,14.25805950164795,473400,0.0,0.0
2010-03-23 00:00:00-04:00,14.286664370680468,14.515479603083724,14.26521379504664,14.45827579498291,281900,0.0,0.0
2010-03-24 00:00:00-04:00,14.443974233072211,14.443974233072211,13.993493101835845,14.02924633026123,153500,0.0,0.0
2010-03-25 00:00:00-04:00,14.122209131511836,14.122209131511836,13.807587381641529,14.050704002380371,583500,0.0,0.0
2010-03-26 00:00:00-04:00,14.057854001999766,14.443980863156831,14.057854001999766,14.236616134643555,525000,0.0,0.0
2010-03-29 00:00:00-04:00,14.365320118261474,14.586984704171334,14.258063148553243,14.45827579498291,296100,0.0,0.0
2010-03-30 00:00:00-04:00,14.501177699496491,14.66563845491294,14.272361134402,14.572681427001953,353900,0.0,0.0
2010-03-31 00:00:00-04:00,14.579839587017512,14.7872043224291,14.42252939604267,14.701397895812988,662000,0.0,0.0
2010-04-01 00:00:00-04:00,14.794344927566893,14.872999287731433,14.36531581345338,14.658485412597656,324600,0.0,0.0
2010-04-05 00:00:00-04:00,14.794349375364602,14.801500021864971,14.150806192641422,14.486878395080566,612000,0.0,0.0
2010-04-06 00:00:00-04:00,14.336708582692802,14.8944463863964,14.300956736390035,14.787189483642578,235800,0.0,0.0
2010-04-07 00:00:00-04:00,14.71569590046996,14.830103534452798,14.586986971277623,14.644190788269043,144600,0.0,0.0
2010-04-08 00:00:00-04:00,14.644193463469467,14.644193463469467,14.358174326262413,14.372475624084473,140200,0.0,0.0
2010-04-09 00:00:00-04:00,14.372472328110437,14.40107355334874,14.179408943327466,14.308117866516113,198300,0.0,0.0
2010-04-12 00:00:00-04:00,14.243765305482627,14.408226123124964,14.065003191389646,14.31527042388916,286700,0.0,0.0
2010-04-13 00:00:00-04:00,14.200864551516345,14.47258239874157,14.122208775072286,14.408227920532227,236700,0.0,0.0
2010-04-14 00:00:00-04:00,14.751442171569506,15.41643714391214,14.658486515708498,15.409286499023438,478300,0.0,0.0
2010-04-15 00:00:00-04:00,15.445041947817483,15.731060965326902,15.445041947817483,15.702458381652832,614800,0.0,0.0
2010-04-16 00:00:00-04:00,15.70961720110398,15.716767850742897,15.4951031673243,15.645262718200684,343900,0.0,0.0
2010-04-19 00:00:00-04:00,15.502249097256184,15.75966695049772,15.230529949090887,15.65955924987793,486700,0.0,0.0
2010-04-20 00:00:00-04:00,16.06713687341081,16.360306604952935,15.859773548980643,15.995633125305176,850600,0.0,0.0
2010-04-21 00:00:00-04:00,16.08858712976346,16.32455301977947,15.344936225563663,15.616655349731445,540200,0.0,0.0
2010-04-22 00:00:00-04:00,15.616651650166489,15.630952940439242,14.994559161762794,15.394987106323242,644100,0.0,0.0
2010-04-23 00:00:00-04:00,15.323486754366447,15.459346326251348,15.073219552635273,15.366389274597168,188600,0.0,0.0
2010-04-26 00:00:00-04:00,15.266288895921106,15.752522194405636,15.230535645240149,15.580910682678223,255000,0.0,0.0
2010-04-27 00:00:00-04:00,15.630962021702933,15.630962021702933,14.8873108616272,15.016019821166992,250600,0.0,0.0
2010-04-28 00:00:00-04:00,15.144724935882916,15.223380694265817,14.787200745191994,15.02316665649414,313900,0.0,0.0
2010-04-29 00:00:00-04:00,15.251980261340517,15.588052473050157,15.251980261340517,15.302033424377441,318500,0.0,0.0
2010-04-30 00:00:00-04:00,15.423590645928828,15.509397036642312,14.651338584892704,14.665639877319336,360300,0.0,0.0
2010-05-03 00:00:00-04:00,14.765750163676627,15.352089672235284,14.57983740372079,15.101823806762695,423900,0.0,0.0
2010-05-04 00:00:00-04:00,14.994564078904776,14.994564078904776,14.243763823375968,14.336719512939453,554000,0.0,0.0
2010-05-05 00:00:00-04:00,14.258065406399956,14.343870450215718,13.728929756714157,14.007798194885254,626600,0.0,0.0
2010-05-06 00:00:00-04:00,13.993489853638055,14.000640497663309,13.264140529212819,13.728922843933105,915500,0.0,0.0
2010-05-07 00:00:00-04:00,13.757530226363015,13.943442962862767,13.142588202852032,13.793283462524414,602500,0.0,0.0
2010-05-10 00:00:00-04:00,14.300971892541412,14.95166600454429,14.300971892541412,14.830107688903809,894400,0.0,0.0
2010-05-11 00:00:00-04:00,14.53693277510772,14.873005005713788,14.422525149205805,14.77289867401123,217400,0.0,0.0
2010-05-12 00:00:00-04:00,14.701393044968583,14.958810876032924,14.658490527740003,14.815800666809082,353300,0.0,0.0
2010-05-13 00:00:00-04:00,14.894464790566786,14.894464790566786,14.529789779520987,14.62989616394043,291900,0.0,0.0
2010-05-14 00:00:00-04:00,14.594135354227166,14.651339162341944,14.100751656833229,14.465426445007324,504900,0.0,0.0
2010-05-17 00:00:00-04:00,14.479730935576791,14.672794342041016,14.243765004513852,14.672794342041016,292900,0.0,0.0
2010-05-18 00:00:00-04:00,14.72999890589948,14.930211606691765,14.258067019965186,14.358173370361328,338400,0.0,0.0
2010-05-19 00:00:00-04:00,14.186561483526742,14.501183186207465,13.535867497336024,14.31527042388916,579000,0.0,0.0
2010-05-20 00:00:00-04:00,14.136509665407798,14.515484510764587,13.900543706731126,14.372475624084473,1112300,0.0,0.0
2010-05-21 00:00:00-04:00,14.229462189000678,14.479729389489554,13.97204570504761,14.165107727050781,823300,0.0,0.0
2010-05-24 00:00:00-04:00,14.12220203062303,14.300964081643574,13.80758043894993,13.864784240722656,480200,0.0,0.0
2010-05-25 00:00:00-04:00,13.585921594579203,13.829038195379416,13.242698639513062,13.750382423400879,680400,0.0,0.0
2010-05-26 00:00:00-04:00,13.986347424757792,14.601289533668592,13.929143602801906,14.31527042388916,946200,0.0,0.0
2010-05-27 00:00:00-04:00,14.565538685572195,15.409294778078639,14.508334859574354,15.259135246276855,1065700,0.0,0.0
2010-05-28 00:00:00-04:00,15.323483253942298,15.366385764372572,14.515478018402536,14.765745162963867,795500,0.0,0.0
2010-06-01 00:00:00-04:00,14.77289831348966,15.008864206634598,14.544083067269895,14.579834938049316,456100,0.0,0.0
2010-06-02 00:00:00-04:00,14.544082768408817,15.094670295715332,14.544082768408817,15.094670295715332,861800,0.0,0.0
2010-06-03 00:00:00-04:00,15.05891724531788,15.731063048351729,15.05891724531788,15.487946510314941,646300,0.0,0.0
