Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00-05:00,42.900001525878906,43.349998474121094,42.7400016784668,42.939998626708984,1004847,0.0,0.0,0.0
2010-01-05 00:00:00-05:00,43.02000045776367,43.310001373291016,42.7599983215332,43.13999938964844,1173727,0.0,0.0,0.0
2010-01-06 00:00:00-05:00,43.150001525878906,44.0,43.04999923706055,43.83000183105469,1362291,0.0,0.0,0.0
2010-01-07 00:00:00-05:00,43.529998779296875,44.58000183105469,43.529998779296875,44.52000045776367,1073773,0.0,0.0,0.0
2010-01-08 00:00:00-05:00,44.599998474121094,44.790000915527344,44.0099983215332,44.77000045776367,868417,0.0,0.0,0.0
2010-01-11 00:00:00-05:00,45.029998779296875,45.369998931884766,43.790000915527344,44.02000045776367,1770020,0.0,0.0,0.0
2010-01-12 00:00:00-05:00,43.79999923706055,43.900001525878906,43.11000061035156,43.2599983215332,762223,0.0,0.0,0.0
2010-01-13 00:00:00-05:00,43.40999984741211,43.619998931884766,42.91999816894531,43.279998779296875,792930,0.0,0.0,0.0
2010-01-14 00:00:00-05:00,43.11000061035156,43.310001373291016,42.980098724365234,43.099998474121094,830490,0.0,0.0,0.0
2010-01-15 00:00:00-05:00,43.09000015258789,43.2400016784668,42.849998474121094,43.0,1395985,0.0,0.0,0.0
2010-01-19 00:00:00-05:00,42.95000076293945,43.92250061035156,42.75,43.77000045776367,2519724,0.0,0.0,0.0
2010-01-20 00:00:00-05:00,44.439998626708984,44.470001220703125,43.5,43.70000076293945,1782939,0.0,0.0,0.0
2010-01-21 00:00:00-05:00,43.869998931884766,43.900001525878906,42.349998474121094,42.380001068115234,1561639,0.0,0.0,0.0
2010-01-22 00:00:00-05:00,42.45000076293945,42.45000076293945,41.33000183105469,41.439998626708984,1609740,0.0,0.0,0.0
2010-01-25 00:00:00-05:00,41.790000915527344,42.630001068115234,41.52000045776367,41.7599983215332,1348439,0.0,0.0,0.0
2010-01-26 00:00:00-05:00,42.09000015258789,43.11000061035156,41.1609992980957,42.63999938964844,2348055,0.0,0.0,0.0
