Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-19 00:00:00-05:00,24.91313165952458,24.922990662858393,24.908201217651367,24.908201217651367,2500,0.0,0.0,0.0
2023-12-20 00:00:00-05:00,24.952568188870654,24.982145201712644,24.952568188870654,24.967357635498047,1700,0.0,0.0,0.0
2023-12-21 00:00:00-05:00,24.982145201712644,24.982145201712644,24.967357635498047,24.967357635498047,1300,0.0,0.0,0.0
2023-12-22 00:00:00-05:00,24.972288025060518,24.972288025060518,24.957500457763672,24.957500457763672,900,0.0,0.0,0.0
2023-12-26 00:00:00-05:00,24.97228619743198,24.982145201712644,24.967357635498047,24.967357635498047,1400,0.0,0.0,0.0
2023-12-27 00:00:00-05:00,25.021579957295774,25.05115697086931,25.021579957295774,25.046228408813477,4800,0.0,0.0,0.0
2023-12-28 00:00:00-05:00,25.001863479614258,25.001863479614258,25.001863479614258,25.001863479614258,300,0.0,0.0,0.0
2023-12-29 00:00:00-05:00,25.03636932373047,25.03636932373047,25.03636932373047,25.03636932373047,200,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,25.01172049438785,25.01172049438785,24.992002487182617,24.992002487182617,100,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,25.01073553596665,25.051156890263236,25.01073553596665,25.03636932373047,900,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,24.99200434068873,25.00186334502253,24.98707389831543,24.98707389831543,300,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,24.952566391388228,24.98214340209961,24.952566391388228,24.98214340209961,500,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,25.061015975393826,25.061015975393826,25.046228408813477,25.046228408813477,200,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,25.061013931327146,25.061013931327146,25.031436920166016,25.031436920166016,200,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,25.031438693121807,25.04129769754049,25.011722564697266,25.011722564697266,6500,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,25.041296005249023,25.041296005249023,25.041296005249023,25.041296005249023,0,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,25.031436920166016,25.031436920166016,25.031436920166016,25.031436920166016,0,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,24.967357635498047,24.967357635498047,24.967357635498047,24.967357635498047,100,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,24.922990662858393,24.922990662858393,24.908201217651367,24.908201217651367,500200,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,24.883554185320293,24.893413188470184,24.841162164147068,24.849048614501953,1400,0.0,0.0,0.0
